Category,Client Name,Trade Name 1,Trade Name 2,Trade Name 3,Trade Name 4
LANDSCAPING & GARDEN MAINTENANCE,"Dickenson, Arthur Washington",Dickenson's Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Clarke, Jerome Elton and Lewis, Treaves Anthony Jr.",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Dawkins, Lincoln Barrett",Supreme Green Maintenance,,,
LANDSCAPING & GARDEN MAINTENANCE,"Pratt, Daron",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Dean, Steve M.",Dirty Hands Landscaping & Painting,,,
LANDSCAPING & GARDEN MAINTENANCE,"Rose, Nkemo Duran",Precure Bahamas Maintenance,,,
LANDSCAPING & GARDEN MAINTENANCE,Care Maintenance Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,Grand Bahama Food Company Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,"Valmy, Vanes",Valmy Lawn Care,,,
LANDSCAPING & GARDEN MAINTENANCE,"Bain, David",David Bain Management Company,,,
LANDSCAPING & GARDEN MAINTENANCE,"Pierre, Johnnie and Timie, James",J & J Fencing Landscaping & Maintenance Consultants,,,
LANDSCAPING & GARDEN MAINTENANCE,"Cooper, Harrison & Cooper, Lahoma",HLC Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Williams, Devan",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Smith, Teneil O.",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Chestnut, Ivan and Chestnut, Linda",Premier Lawn Care & Property Services,,,
LANDSCAPING & GARDEN MAINTENANCE,M & J Maintenance Services Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,Lucaya Nursery and Landscaping Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,"Higgs, Henry",H & M Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Toussaint, Emmanuel and Joseph, Henry",Joshua's Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Ferguson, Talmage & Ferguson, Hichi",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Russell, Bradley H.",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Belizaire, Rossiny",Spendwise Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Major, Ricardo",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Joseph, John",Sammy's Cleaning & Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Forbes, Ural",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Roberts, Victor Emmanuel",Best Landscaping And Maintenance,,,
LANDSCAPING & GARDEN MAINTENANCE,Muffin Man Investments Ltd.,,,,
LANDSCAPING & GARDEN MAINTENANCE,"Youte, Julie and Augustin, Tchina",Mike's Excellent Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Grand Bahama Canal Tour Ltd., The",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Moore, Martin",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Hamilton, Lavaughn",High Garden GB Maintenance Services,,,
LANDSCAPING & GARDEN MAINTENANCE,"Gelin, Innocent",Charles in Charge Landscaping & Irrigation Systems Design & Installati,,,
LANDSCAPING & GARDEN MAINTENANCE,"Clerjust, Willise Mary Outten",Weeds & Shrubs Complete Janitorial & Landscaping Co.,,,
LANDSCAPING & GARDEN MAINTENANCE,"Ferguson, Jermaine and Carey, Tarquino",Ferguson's Landscaping,,,
LANDSCAPING & GARDEN MAINTENANCE,"Sealy, Ian & Carla",El'Tekon The Lawn Care Profesionals,,,
LANDSCAPING & GARDEN MAINTENANCE,Reivax Investments Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,"Bullard, Troy and Bullard, Kayla",LITTLE GREEN GIANT LANDSCAPING & PRESSURE CLEANING SERVICES,,,
LANDSCAPING & GARDEN MAINTENANCE,"McIntosh, Willamae Mortimer",ALL SEASON'S LAWN CARE LANDSCAPING AND POOL MAINTENANCE,,,
LANDSCAPING & GARDEN MAINTENANCE,"Pierre, Sharmeen R.",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Gilbert, Brian A.",GILBERT'S LANDSCAPING,,,
LANDSCAPING & GARDEN MAINTENANCE,C.L. & H. Services Ltd.,,,,
LANDSCAPING & GARDEN MAINTENANCE,"Laing, Rudolph S.",R. L. Landscaping and Maintenance Services,,,
LANDSCAPING & GARDEN MAINTENANCE,"Gardiner, Leo",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Rigby, Chesney",General Landscaping & Hauling Services,,,
LANDSCAPING & GARDEN MAINTENANCE,Sesache Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,"Edwards, Dexter C. and Edwards, Annika",GLORIOUS WORK EDWARDS LANDSCAPING AND MAINTENANCE,,,
LANDSCAPING & GARDEN MAINTENANCE,Caribbean Garden & Pet Supplies Company Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,Sanitation Services Company Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,"McPhee, Harold, McPhee, Sandra, McPhee, Ghea, McPhee-Rahming, Giselle & Wallace, Gayla",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Strachan, Edwin Frederick",Malone's Lawn Care & Maintenance,,,
LANDSCAPING & GARDEN MAINTENANCE,"Hanna, Blair Ivory, Hanna, Brandi Briquis, Hanna, Stevenson Kelvin and Hepburn, Elliott Phillip",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Arnett, Joel",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Rolle, Anthony & Laing-Rolle, Carolyn Annette",,,,
LANDSCAPING & GARDEN MAINTENANCE,"Lewis, Kenyatta Leslie",,,,
LANDSCAPING & GARDEN MAINTENANCE,McIntosh Enterprises Ltd.,,,,
LANDSCAPING & GARDEN MAINTENANCE,"Pinder, Carl Laver",Pinder's Precision Landscaping & Maintenance,,,
LANDSCAPING & GARDEN MAINTENANCE,Super Organics of Bahamas Limited,,,,
LANDSCAPING & GARDEN MAINTENANCE,Action Lawn Care Service Limited,,,,
LAUNDROMAT - DRY CLEANING SERVICE,Jiffy Cleaners No. 3 (Freeport) Limited,,,,
LAUNDROMAT - DRY CLEANING SERVICE,Jiffy Cleaners Freeport (1986) Limited,,,,
LAUNDROMAT - DRY CLEANING SERVICE,"Weir, Marcia",,,,
LAUNDROMAT - OPERATION,"Weir, Marcia",Quality Wash and Press,,,
LAUNDROMAT - OPERATION,DPS Laundromats Limited,,,,
LAUNDROMAT - OPERATION,"Black, Carolyn, Johnson, Federa & Black, Frederick",Carol's Laundromat,,,
LAUNDROMAT - OPERATION,Transit Enterprises (1983) Limited,,,,
LAUNDROMAT - OPERATION,Jarus Limited,,,,
LAUNDROMAT - OPERATION,Kross Investments Limited,,,,
LAUNDROMAT - OPERATION,Arturo's Investments Limited,,,,
LAUNDROMAT - OPERATION,J.C. Enterprise Marine Land & Sea Ltd.,OVER THE HILL LAUNDROMAT,,,
LAUNDROMAT - OPERATION,Shomelda Limited,Sunshine Laundromat,,,
LAUNDROMAT - OPERATION,Ashfield Investments Limited,,,,
LAUNDROMAT - OPERATION,"Rolle, Keith and Rolle, Dorothea",Stop N Wash,,,
LEATHER GOODS,Investments Columbus Limited,,,,
LEATHER GOODS,"Robinson, Paula Mae",,,,
LEATHER GOODS,Duty Free Caribbean (Bahamas) Ltd.,,,,
LIBRARY OPERATION,Grand Bahama Development Company Limited,,,,
LIBRARY OPERATION,Sir Charles Hayward Library,,,,
LINGERIE SALES,"McIntosh, Raymond I. and Nathinia M.",,,,
LINGERIE SALES,"Collie, Frances E.",,,,
LINGERIE SALES,"Thompson, Alexandria",,,,
LIQUID NATURAL GAS PLANT,"Hawksbill Creek LNG, Ltd.",,,,
LIQUOR - BREWERY,Bahamian Brewery & Beverage Company Limited,,,,
LIQUOR - DISTILLERY,ROKIT Drinks Bahamas Limited,,,,
LIQUOR - DISTILLERY,Coco Beach Distillery Ltd.,,,,
LIQUOR - DISTILLERY,"Bahamas Distilling Company Ltd., The",,,,
LIQUOR - GENERAL LIQUOR STORE,"Rolle, Shaolin",Galaxy Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,"Gibson, Darren & Ferguson, Miceale",Booze Up Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,"Ferguson, Ashlie Paula",Sugar Rush Vape Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,"Campbell, Allison, Campbell, Adam and Campbel, Alia",Somewhere Sports Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,Walkin Industry Ltd.,Dolce's Smokes,,,
LIQUOR - GENERAL LIQUOR STORE,"Stuart Jr., Rodnell and Rodneka Stuart",Girls Gone Wild Sports Bar,,,
LIQUOR - GENERAL LIQUOR STORE,Les Co. Ltd.,Zero Degrees Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,Pinnacle Investment Construction Company Limited,Drive Through Liquors & Sports Bar,,,
LIQUOR - GENERAL LIQUOR STORE,"Williams, Samuel C.",Grand Central Liquors,,,
LIQUOR - GENERAL LIQUOR STORE,"Cooper, Eldridge",Bar Code 242,,,
LIQUOR - GENERAL LIQUOR STORE,"Penn, John",JP's Liquor Store,,,
LIQUOR - GENERAL LIQUOR STORE,"Deveaux, Khalila",Home Boyz Bar,,,
LIQUOR - GENERAL LIQUOR STORE,"Levarity, Melissa",Mango Skin Bar & Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,West Side Cigar Lounge Co. Ltd.,,,,
LIQUOR - GENERAL LIQUOR STORE,"Butler, Yuri Waithe",BuckOs,,,
LIQUOR - GENERAL LIQUOR STORE,"Williams, Samuel Christopher",Grand Central Liquors,,,
LIQUOR - GENERAL LIQUOR STORE,"Williams, Samuel Christopher",Grand Central Liquors,,,
LIQUOR - GENERAL LIQUOR STORE,"Colebrooke, Rashad Casey",Makari's Bar On The Square,,,
LIQUOR - GENERAL LIQUOR STORE,"Davis, Brianar",The Hidden Rabbitzz Hole Bar & Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,"Palacious, Darryn & Whymns, Kenneth",Fantasy Sports Bar & Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,"Hunt, Edwin Oscar & Beckles, Nicola Natalic",Let It Flow,,,
LIQUOR - GENERAL LIQUOR STORE,"Dickenson, Patricia Ann",Good Vibes Only Liquors & Lounge,,,
LIQUOR - GENERAL LIQUOR STORE,Jarus Limited,,,,
LIQUOR - GENERAL LIQUOR STORE,Alpat Company Limited,,,,
LIQUOR - GENERAL LIQUOR STORE,"Levarity, Bernardo",HANGOVER THE,,,
LIQUOR - GENERAL LIQUOR STORE,"Morris, W. Nathaniel",SEAMAN'S REST LIQUORS,,,
LIQUOR - PACKAGED STORE,"Williams, Samuel C.",GRAND CENTRAL LIQUORS,,,
LIQUOR - PACKAGED STORE,"Kemp, Kimberley",More-2 Go Wines & Spirits,,,
LIQUOR - PACKAGED STORE,"Philippe, Vernal",Jolly Rancher,,,
LIQUOR - PACKAGED STORE,Duston Limited,Mulligan's Restaurant Supply Store,,,
LIQUOR - PACKAGED STORE,Minnis & Russell Company Limited,Northside Liqour Store,,,
LIQUOR - PACKAGED STORE,"Duncombe, Clayvon",Pinky's Liquor Store,,,
LIQUOR - PACKAGED STORE,Solomons Club (Freeport) Limited,,,,
LIQUOR - PACKAGED STORE,Phluid Phactory Company Limited,Phluid Phactory,,,
LIQUOR - PACKAGED STORE,Daso Ltd.,,,,
LIQUOR - PACKAGED STORE,"Simmons, Darren",Red Dawgs Wholesale & Retail Liquor Store,,,
LIQUOR - PACKAGED STORE,R.A. Darville & Company Limted,,,,
LIQUOR - PACKAGED STORE,General Wines & Spririts (Grand Bahama) Limited,,,,
LIQUOR - PACKAGED STORE,Butler & Sands Company Limited,,,,
LIQUOR - PACKAGED STORE,Buxtonian Limited,,,,
LIQUOR - PACKAGED STORE,Transit Enterprises (1983) Limited,,,,
LIQUOR - PACKAGED STORE,Watkins Street Limited,,,,
LIQUOR - PACKAGED STORE,Butler & Sands Company Limited,,,,
LIQUOR - PACKAGED STORE,"Bridgewater, Romeo & Tate, Edison",T & T Liquor Store,,,
LIQUOR - PACKAGED STORE,"Gardiner, Dwayne",Anchor Drop Liquor Store,,,
LIQUOR - PACKAGED STORE,"Lewis, Nathaniel Prince",Prince Lewis Beverages,,,
LIQUOR - PACKAGED STORE,"Jones, Raymond L.",Arawak Liquors,,,
LIQUOR - PACKAGED STORE,Cardinal Liquors Limited,,,,
LIQUOR - PACKAGED STORE,Burns House Limited,,,,
LIQUOR - PACKAGED STORE,Bethell Robertson (Grand Bahama) Limited,,,,
LIQUOR - PACKAGED STORE,Bethell Robertson (Grand Bahama) Limited,,,,
LIQUOR - PACKAGED STORE,Atso Company Limited,John's Liquor Store,,,
LIQUOR - PACKAGED STORE,Esteva Investment Limited,,,,
LIQUOR - PACKAGED STORE,"Outten, Caleb & Deveaux, Sophia",Caribbean Lighthouse Liquor,,,
LIQUOR - PACKAGED STORE,"Duncombe, Clayvon",Phreeport Liquor Depot,,,
LIQUOR - PACKAGED STORE,"Duncombe, Clayvon J.",Grand Bahama Wine and Spirits,,,
LIQUOR - PACKAGED STORE,Sea Gate Wines Ltd.,,,,
LIQUOR - PACKAGED STORE,"Kelly, Denrod Kevin Jr.",Mizzy Liquor Store,,,
LIQUOR - PACKAGED STORE,LES Co. Ltd.,Zero Degrees Beverage Depot,,,
LIQUOR - PACKAGED STORE,"Williams, Samuel Christopher",Grand Central Liquors,,,
LIQUOR - PROPRIETARY CLUB,Grand Bahama Tennis & Squash Club (1988) Limited,,,,
LIQUOR - PROPRIETARY CLUB,Geltex Trading Corporation Limited,,,,
LIQUOR - PROPRIETARY CLUB,North Riding Point Club Limited,,,,
LIQUOR - PROPRIETARY CLUB,Port Lucaya Marina Company Limited,,,,
LIQUOR - PROPRIETARY CLUB,"Grand Bahama Port Authority Employees Social Club, The",,,,
LIQUOR - PROPRIETARY CLUB,Hawksbill Yacht Club of Grand Bahama,,,,
LIQUOR - PROPRIETARY CLUB,Lucaya Cricket Club,,,,
LIQUOR - PROPRIETARY CLUB,HMF Investments Ltd.,Bones,,,
LIQUOR - PROPRIETARY CLUB,"Duncombe, Clayvon & Roberts-Duncombe, Jessica",Grand Bahama Homecoming,The Bar on Polaris,,
LIQUOR - PROPRIETARY CLUB,Bahamas Industrial Technologies Ltd.,Rooster's Sports Bar,,,
LIQUOR - PROPRIETARY CLUB,"Duncombe, Clayvon",Phluid Phactory #2,,,
LIQUOR - PROPRIETARY CLUB,"Thompson, Elliott T.",Comfort Zone Sports Bar & Lounge The,,,
LIQUOR - PROPRIETARY CLUB,"Forbes, Orlando",Liquid Plus,,,
LIQUOR - PROPRIETARY CLUB,"Pinder, Godfrey R. & Pinder, Aniska E.",The Village Sporting Lounge,,,
LIQUOR - PROPRIETARY CLUB,"English, Virginia",Corporate Lounge,,,
LIQUOR - PROPRIETARY CLUB,O.S.A. Enterprises Ltd.,Out Da Sea,,,
LIQUOR - PROPRIETARY CLUB,La Keesta Investments Co. Ltd.,PLAYAZ LOUNGE,,,
LOCKSMITH,"Cox, Charles",,,,
LOCKSMITH,Global Tech Systems Ltd.,,,,
LOCKSMITH,"Darville, Jeffrey Henry Andrew",Darville's Locks & Safe Repairs,,,
LODGE - FRATERNAL,Modern Free & Accepted Masons of the World Inc. (Bahamas),"Alpha Lodge 206, Modern Free & Accepted Masons",,,
LODGE - FRATERNAL,Lucayan Lodge No.8188,,,,
LODGE - FRATERNAL,Lucayan Lodge Temple Association,,,,
LUXURY GIFT ITEMS,Hong Kong and Far East Traders Limited,,,,
LUXURY GIFT ITEMS,"Ginza Limited, The",,,,
LUXURY GIFT ITEMS,Jim and Wayne Limited,,,,
LUXURY GIFT ITEMS,Hillside Investment Company Limited,,,,
LUXURY GIFT ITEMS,"Robinson, Paula Mae",Eternitymark,,,
MANAGEMENT SERVICES,SCC Innovation Ltd.,,,,
MANAGEMENT SERVICES,"Pinder, Kerel",,,,
MANAGEMENT SERVICES,"Evans, Everett George",,,,
MANAGEMENT SERVICES,Darvikson Limited,,,,
MANAGEMENT SERVICES,Management and Service Company Limited,BAHAMAS TITLE AGENCY,MANAGEMENT & SERVICE CO,,
MANAGEMENT SERVICES,Commercial Properties Limited,,,,
MANAGEMENT SERVICES,"Sands, Basil L., Munnings, Kendal C., and Wallace, William R.",,,,
MANAGEMENT SERVICES,"Targa, Tony and Associates Limited",,,,
MANAGEMENT SERVICES,H & J Corporate Services Ltd.,,,,
MANAGEMENT SERVICES,Fresco Ltd.,,,,
MANAGEMENT SERVICES,Chancery Corporate Services Limited,,,,
MANAGEMENT SERVICES,Freeport Corporate Consultants Limited,,,,
MANAGEMENT SERVICES,Arawak Service Industries Company Limited,,,,
MANAGEMENT SERVICES,"Worrell, Keith G.",,,,
MANAGEMENT SERVICES,Fast Track Management Ltd.,,,,
MANAGEMENT SERVICES,Dillon F. Knowles Consulting Limited,,,,
MANAGEMENT SERVICES,Verified Services Bahamas Limited,,,,
MANAGEMENT SERVICES,Paramount Consultants and Agents Limited,,,,
MANAGEMENT SERVICES,Beverage Support and Service Co. Ltd.,,,,
MANAGEMENT SERVICES,W.A.M. Company Limited,DMG International Marine Services Agency,,,
MANAGEMENT SERVICES,Barefoot Marketing Limited,BAREFOOT LOCATIONS,,,
MANAGEMENT SERVICES - CONSTRUCTION PROJECTS,Motherwell Bridge Bhicam Limited,,,,
MANAGEMENT SERVICES - CONSTRUCTION PROJECTS,Project By Project 2014 Company Limited,,,,
MANUFACTURE - DRUGS/PHARMACEUTICAL,Colonial Research Institute,,,,
MANUFACTURE - DRUGS/PHARMACEUTICAL,Colonial Research Institute,,,,
MANUFACTURER - AGRAGONITE,Heroic Concrete & Concrete Products Limited,,,,
MANUFACTURER - AGRAGONITE,Calcean Ltd.,,,,
MANUFACTURER - ALCOHOLIC BEVERAGES,Coco Beach Distillery Ltd.,,,,
MANUFACTURER - ALCOHOLIC BEVERAGES,"Bahamas Distilling Company Ltd., The",,,,
MANUFACTURER - ALCOHOLIC BEVERAGES,Bahamian Brewery & Beverage Company Limited,,,,
MANUFACTURER - ASPHALT PRODUCTS,BHM (GB) Ltd.,,,,
MANUFACTURER - AUTOS & PARTS,VTrade Company Limited,,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Munnings, Janet",Crochet Treasures Bahamas,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Carey, Marlon",Ten (10) Men Arts,,,
MANUFACTURER - BAHAMIAN PRODUCTS,Phinda Roots Collaborations Ltd,Pure Flava,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Cox, Keira",,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Jervis, Claudine Ann",Brandi Madison Scents,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Erskin-Carey, Tenisha",Baha Gala,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Hall, Zekeya",Island Apothecary,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Carey, Tirzah Patra",Lady Bahama,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Rolle, Sophia Lorene",Sophye's Beauty Collection,,,
MANUFACTURER - BAHAMIAN PRODUCTS,"Glass Blower Limited, The",,,,
MANUFACTURER - BAHAMIAN PRODUCTS,Caribconsult Limited,,,,
MANUFACTURER - BEVERAGES/WATER,Northwestern Manufacturing Limited,,,,
MANUFACTURER - BEVERAGES/WATER,Leader Beverages Limited,,,,
MANUFACTURER - BEVERAGES/WATER,"Bannister, Ricardo and Bannister, Kathy-Ann",Natural Blends Juices & Packaging,,,
MANUFACTURER - BEVERAGES/WATER,"Williams, Mario Thorne and Williams, Claudine Ann",Crystal Clear H2O Manufacturing & Vending Services,,,
MANUFACTURER - BOATS,"Garvey, Donovan",ISLAND BOAT WORKS,,,
MANUFACTURER - BOATS,"Ferguson, Luther",Bahamian Wooden Sloop Company,,,
MANUFACTURER - BOATS,OBS Marine Limited,,,,
MANUFACTURER - BUILDING MATERIALS,Bahamas Roofing and Sheet Metal Limited,,,,
MANUFACTURER - BUILDING MATERIALS,Mosaic Modular Limited,,,,
MANUFACTURER - BUILDING MATERIALS,"Freeport Construction Company, Limited",,,,
MANUFACTURER - BUILDING MATERIALS,Community Sales Limited,GB Glass,,,
MANUFACTURER - BUILDING MATERIALS,Stone Products Bahamas Limited,,,,
MANUFACTURER - BUILDING MATERIALS,Smith Construction Company Limited,,,,
MANUFACTURER - BUILDING MATERIALS,Landstar Concrete Products Company Limited,,,,
MANUFACTURER - BUILDING MATERIALS,Kitchen Gallery Company Limited The,,,,
MANUFACTURER - BUILDING MATERIALS,Nats Enterprise Ltd.,,,,
MANUFACTURER - BUILDING MATERIALS,Coral Windows Bahamas Ltd.,,,,
MANUFACTURER - BUILDING MATERIALS,Fenestration & Glass Services Limited,,,,
MANUFACTURER - BUILDING MATERIALS,"Wilson, Jerrell A. & Wilson, Anya",Specialty Kitchen & Bath,,,
MANUFACTURER - BUILDING MATERIALS,Au Bord De L'eau Ltd.,,,,
MANUFACTURER - CABINET,"Pennerman, Utoney and Thompson, Dwayne and Thompson, Marvin",CABINET DEPOT PLUS,,,
MANUFACTURER - CABINET,"Munroe, Basil L.",MUNROE CARPENTRY & JOURNEY,,,
MANUFACTURER - CABINET,"St. John-Mosse, Martha C.",,,,
MANUFACTURER - CHEMICALS,Puritan Chemicals & Janitorial Supplies Limited,PURITAN CHEMICALS,,,
MANUFACTURER - CHEMICALS,Care Maintenance Limited,,,,
MANUFACTURER - CHEMICALS,"McBride, Chanarve",Freshie Caribbean,,,
"MANUFACTURER - CLOTHING, T-SHIRTS","Darville, Michael",UNIFORM FACTORY,,,
"MANUFACTURER - CLOTHING, T-SHIRTS",Show Off Limited,,,,
MANUFACTURER - ELECTRONIC COMPONENT,Paradox Security Systems (Bahamas) Ltd.,,,,
MANUFACTURER - ELECTRONIC COMPONENT,Syngad Services Limited,,,,
MANUFACTURER - ELECTRONIC COMPONENT,Grand Bahama Engineering Limited,,,,
MANUFACTURER - ELECTRONIC COMPONENT,VTrade Company Limited,,,,
MANUFACTURER - ENERGY SAVING EQUIPMENT,VTrade Company Limited,,,,
MANUFACTURER - ENERGY SAVING EQUIPMENT,Best Living Systems Limited,,,,
MANUFACTURER - ENERGY SAVING EQUIPMENT,"Pitter, Moses",Radiant Technologies,,,
MANUFACTURER - FOOD PRODUCTS,Phinda Roots Collaborations Ltd,,,,
MANUFACTURER - FOOD PRODUCTS,"Curtis, Mishleah",,,,
MANUFACTURER - FOOD PRODUCTS,Northwestern Manufacturing Limited,,,,
MANUFACTURER - FOOD PRODUCTS,Bartan Investments Company Limited,,,,
MANUFACTURER - FOOD PRODUCTS,Sweets From Heaven Bahamas Ltd.,,,,
MANUFACTURER - FOOD PRODUCTS,Pineyard Steel Fabricating & Construction Co. Ltd.,,,,
MANUFACTURER - FOOD PRODUCTS,Duston Limited,,,,
MANUFACTURER - FOOD PRODUCTS,Daso Ltd.,Bootleg Chocolates/Bootleg Bahamas,,,
MANUFACTURER - FURNITURE,"Cinor, Roland",,,,
MANUFACTURER - FURNITURE,Contractors Direct Ltd.,,,,
MANUFACTURER - FURNITURE,Long's Custom Carpentry Limited,,,,
MANUFACTURER - FURNITURE,"St. John-Mosse, Martha C.",,,,
MANUFACTURER - FURNITURE,"Munroe, Basil L.",,,,
MANUFACTURER - FURNITURE,Techsol Ltd.,Island Bedding & Furniture,,,
MANUFACTURER - FURNITURE,Lucayan Furniture Co. Ltd.,,,,
MANUFACTURER - FURNITURE,Bahamas Interiors Enterprises Limited,,,,
MANUFACTURER - FURNITURE,"Bethel, Adrian Livonne",Bethel Manufacturing,,,
MANUFACTURER - FURNITURE,General Leasing Company Limited,,,,
MANUFACTURER - FURNITURE,Lucaya Engineering Services Limited,,,,
MANUFACTURER - GASES,Freeport Gases Limited,,,,
MANUFACTURER - GIFT AND NOVELTY ITEMS,"Awards & Signs Centre Limited, The",,,,
MANUFACTURER - GIFTS & SOUVENIRS,"Darville, Michael",,,,
MANUFACTURER - GIFTS & SOUVENIRS,"Sealy, Chassarie E.",Chaz Crafts,,,
MANUFACTURER - HOUSEWARES,Kelly's Freeport Limited,,,,
MANUFACTURER - HOUSEWARES,Sumar Limited,,,,
MANUFACTURER - HURRICANE SHUTTERS,G.B. Maintenance Limited,GUARDIAN FENCING & SHUTTERS,,,
MANUFACTURER - JEWELLERY,"Kelly-Bowe, Nicola",Nikki's Trinkets,,,
MANUFACTURER - JEWELLERY,Autumn Crop Ltd.,,,,
MANUFACTURER - MARINE,Bain's Fisheries Limited,,,,
MANUFACTURER - MARINE,Cash Marine Repair & Supplies Limited,,,,
MANUFACTURER - MARINE,VTrade Company Limited,,,,
MANUFACTURER - METAL PRODUCTS,VTrade Company Limited,,,,
MANUFACTURER - METAL PRODUCTS,Mechanical Engineering Limited,,,,
MANUFACTURER - METAL PRODUCTS,"Freeport Construction Company, Limited",,,,
MANUFACTURER - METAL PRODUCTS,G.B. Maintenance Limited,,,,
MANUFACTURER - METAL PRODUCTS,Car Care Centre Limited,,,,
MANUFACTURER - METAL PRODUCTS,Pineyard Steel Fabricating & Construction Co. Ltd.,Pineyard Technical Center,,,
MANUFACTURER - METAL PRODUCTS,Buerger Roofing & Sheet Metal Corp.,,,,
MANUFACTURER - PAPER PRODUCTS,Serene Haven Holdings Limited,Serene Manufacturing,,,
MANUFACTURER - PAPER PRODUCTS,"Greene, Oveta",Great Bahama Paper Co.,,,
MANUFACTURER - PERFUMES & COSMETICS,Fragrance of the Bahamas Limited,,,,
MANUFACTURER - PLASTIC,Polymers International Limited,,,,
MANUFACTURER - ROOF TRUSSES,S & R Home Builders Limited,,,,
MANUFACTURER - ROOF TRUSSES,Arawak Construction Company Limited,,,,
MANUFACTURER - ROOF TRUSSES,Contractors Direct Ltd.,,,,
MANUFACTURER - ROOF TRUSSES,Reef Construction Limited,,,,
MANUFACTURER - TOBACCO PRODUCTS,Caribbean Tobacco Enterprises Ltd.,,,,
MANUFACTURER - TOBACCO PRODUCTS,Wind River Tobacco Company Limited,,,,
MANUFACTURER & SALE - AGGREGATE,Freeport Aggregates Limited,,,,
MANUFACTURER & SALE - AGGREGATE,Super Organics of Bahamas Limited,,,,
MANUFACTURER & SALE - GASES,Freeport Gases Limited,,,,
MARINE - BAIT & TACKLE SHOP,"Russell, Naaman",Russell's Bait & Tackle,,,
MARINE - BAIT & TACKLE SHOP,North Atlantic Fishing Company Ltd.,,,,
MARINE - BAIT & TACKLE SHOP,Adnil Marine Supplies And Services Limited,,,,
MARINE - BAIT & TACKLE SHOP,Long's Marine (Grand Bahama) Ltd.,,,,
MARINE - BOAT & SHIP REPAIR,Long's Marine (Grand Bahama) Ltd.,,,,
MARINE - BOAT & SHIP REPAIR,Overseas Marine Group Limited,,,,
MARINE - BOAT & SHIP REPAIR,"Garvey, Donovan",,,,
MARINE - BOAT & SHIP REPAIR,Adnil Marine Supplies And Services Limited,,,,
MARINE - BOAT & SHIP REPAIR,Bradford Grand Bahama Limited,BAHAMAS YACHT & SHIP BROKERAGE,,,
MARINE - BOAT & SHIP REPAIR,Knowles Marine Yacht Services Ltd.,,,,
MARINE - BOAT & SHIP REPAIR,Muffin Man Investments Ltd.,,,,
MARINE - BOAT & SHIP REPAIR,OBS Marine Limited,,,,
MARINE - BOAT & SHIP REPAIR,"Saunders, Cesario Dominique",Z's Marine,,,
MARINE - SALE/RENTAL - BOATS & SUPP,North Atlantic Fishing Company Ltd.,,,,
MARINE - SALE/RENTAL - BOATS & SUPP,Cash Marine Repair & Supplies Limited,,,,
MARINE - SALE/RENTAL - BOATS & SUPP,Long's Marine (Grand Bahama) Ltd.,,,,
MARINE CONTRACTOR,Treasure Coast Development & Construction Company Limited,,,,
